fee_id,allocation_id,investor_id,deal_id,fee_type,period,fee_rate_pct,basis,amount,currency,due_date,status
FEE0706,ALC0286,INV093,DEAL010,Management Fee,2026,2.0,Commitment,1700.0,GBP,2026-01-15,Paid
FEE0707,ALC0286,INV093,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0708,ALC0287,INV043,DEAL010,Structuring Fee,2023,4.0,Commitment,2280.0,GBP,2023-07-22,Paid
FEE0709,ALC0287,INV043,DEAL010,Management Fee,2026,1.0,Commitment,570.0,GBP,2026-07-15,Upcoming
FEE0710,ALC0288,INV053,DEAL010,Structuring Fee,2023,4.0,Commitment,880.0,GBP,2023-07-22,Paid
FEE0711,ALC0288,INV053,DEAL010,Management Fee,2026,2.0,Commitment,440.0,GBP,2026-07-15,Upcoming
FEE0712,ALC0288,INV053,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0713,ALC0289,INV032,DEAL010,Structuring Fee,2023,4.0,Commitment,1480.0,GBP,2023-07-22,Paid
FEE0714,ALC0289,INV032,DEAL010,Management Fee,2026,2.0,Commitment,740.0,GBP,2026-05-01,Overdue
FEE0715,ALC0289,INV032,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0716,ALC0290,INV058,DEAL010,Structuring Fee,2023,4.0,Commitment,1920.0,GBP,2023-07-22,Paid
FEE0717,ALC0290,INV058,DEAL010,Management Fee,2026,2.0,Commitment,960.0,GBP,2026-07-15,Upcoming
FEE0718,ALC0290,INV058,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0719,ALC0291,INV042,DEAL010,Structuring Fee,2023,4.0,Commitment,1880.0,GBP,2023-07-22,Paid
FEE0720,ALC0291,INV042,DEAL010,Management Fee,2026,2.0,Commitment,940.0,GBP,2026-05-01,Overdue
FEE0721,ALC0291,INV042,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0722,ALC0292,INV061,DEAL010,Structuring Fee,2023,4.0,Commitment,1480.0,GBP,2023-07-22,Paid
FEE0723,ALC0292,INV061,DEAL010,Management Fee,2026,2.0,Commitment,740.0,GBP,2026-07-15,Upcoming
FEE0724,ALC0292,INV061,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0725,ALC0293,INV071,DEAL010,Structuring Fee,2023,4.0,Commitment,2960.0,GBP,2023-07-22,Paid
FEE0726,ALC0293,INV071,DEAL010,Management Fee,2026,2.0,Commitment,1480.0,GBP,2026-05-01,Overdue
FEE0727,ALC0293,INV071,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0728,ALC0294,INV086,DEAL010,Structuring Fee,2023,4.0,Commitment,3800.0,GBP,2023-07-22,Paid
FEE0729,ALC0294,INV086,DEAL010,Management Fee,2026,2.0,Commitment,1900.0,GBP,2026-07-15,Upcoming
FEE0730,ALC0294,INV086,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0731,ALC0295,INV101,DEAL010,Structuring Fee,2023,4.0,Commitment,1960.0,GBP,2023-07-22,Paid
FEE0732,ALC0295,INV101,DEAL010,Management Fee,2026,2.0,Commitment,980.0,GBP,2026-05-01,Overdue
FEE0733,ALC0295,INV101,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0734,ALC0296,INV084,DEAL010,Structuring Fee,2023,4.0,Commitment,960.0,GBP,2023-07-22,Paid
FEE0735,ALC0296,INV084,DEAL010,Management Fee,2026,2.0,Commitment,480.0,GBP,2026-07-15,Upcoming
FEE0736,ALC0296,INV084,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0737,ALC0297,INV091,DEAL010,Structuring Fee,2023,4.0,Commitment,800.0,GBP,2023-07-22,Paid
FEE0738,ALC0297,INV091,DEAL010,Management Fee,2026,2.0,Commitment,400.0,GBP,2026-05-01,Overdue
FEE0739,ALC0297,INV091,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0740,ALC0298,INV109,DEAL010,Structuring Fee,2023,2.0,Commitment,400.0,GBP,2023-07-22,Paid
FEE0741,ALC0298,INV109,DEAL010,Management Fee,2026,2.0,Commitment,400.0,GBP,2026-07-15,Upcoming
FEE0742,ALC0298,INV109,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0743,ALC0299,INV106,DEAL010,Structuring Fee,2023,4.0,Commitment,440.0,GBP,2023-07-22,Paid
FEE0744,ALC0299,INV106,DEAL010,Management Fee,2026,2.0,Commitment,220.0,GBP,2026-05-01,Overdue
FEE0745,ALC0300,INV072,DEAL010,Structuring Fee,2023,4.0,Commitment,1920.0,GBP,2023-07-22,Paid
FEE0746,ALC0300,INV072,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0747,ALC0301,INV079,DEAL010,Structuring Fee,2023,4.0,Commitment,1720.0,GBP,2023-07-22,Paid
FEE0748,ALC0301,INV079,DEAL010,Management Fee,2026,2.0,Commitment,860.0,GBP,2026-01-15,Paid
FEE0749,ALC0301,INV079,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0750,ALC0302,INV034,DEAL010,Structuring Fee,2023,4.0,Commitment,3240.0,GBP,2023-07-22,Paid
FEE0751,ALC0302,INV034,DEAL010,Management Fee,2026,2.0,Commitment,1620.0,GBP,2026-07-15,Upcoming
FEE0752,ALC0302,INV034,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0753,ALC0303,INV087,DEAL010,Structuring Fee,2023,3.0,Commitment,630.0,GBP,2023-07-22,Paid
FEE0754,ALC0303,INV087,DEAL010,Management Fee,2026,1.0,Commitment,210.0,GBP,2026-01-15,Paid
FEE0755,ALC0304,INV009,DEAL010,Structuring Fee,2023,4.0,Commitment,840.0,GBP,2023-07-22,Paid
FEE0756,ALC0304,INV009,DEAL010,Management Fee,2026,2.0,Commitment,420.0,GBP,2026-05-01,Overdue
FEE0757,ALC0304,INV009,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0758,ALC0305,INV033,DEAL010,Management Fee,2026,2.0,Commitment,1140.0,GBP,2026-07-15,Upcoming
FEE0759,ALC0305,INV033,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0760,ALC0306,INV103,DEAL010,Structuring Fee,2023,4.0,Commitment,1280.0,GBP,2023-07-22,Paid
FEE0761,ALC0306,INV103,DEAL010,Management Fee,2026,2.0,Commitment,640.0,GBP,2026-01-15,Paid
FEE0762,ALC0306,INV103,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0763,ALC0307,INV050,DEAL010,Structuring Fee,2023,4.0,Commitment,2000.0,GBP,2023-07-22,Paid
FEE0764,ALC0308,INV041,DEAL010,Structuring Fee,2023,4.0,Commitment,400.0,GBP,2023-07-22,Paid
FEE0765,ALC0308,INV041,DEAL010,Management Fee,2026,2.0,Commitment,200.0,GBP,2026-07-15,Upcoming
FEE0766,ALC0308,INV041,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0767,ALC0309,INV077,DEAL010,Structuring Fee,2023,4.0,Commitment,2240.0,GBP,2023-07-22,Paid
FEE0768,ALC0309,INV077,DEAL010,Management Fee,2026,2.0,Commitment,1120.0,GBP,2026-05-01,Overdue
FEE0769,ALC0309,INV077,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0770,ALC0310,INV014,DEAL011,Structuring Fee,2023,3.0,Commitment,1290.0,EUR,2023-04-14,Paid
FEE0771,ALC0310,INV014,DEAL011,Management Fee,2026,2.0,Commitment,860.0,EUR,2026-07-15,Upcoming
FEE0772,ALC0310,INV014,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0773,ALC0311,INV011,DEAL011,Structuring Fee,2023,3.0,Commitment,1560.0,EUR,2023-04-14,Paid
FEE0774,ALC0311,INV011,DEAL011,Management Fee,2026,2.0,Commitment,1040.0,EUR,2026-05-01,Overdue
FEE0775,ALC0311,INV011,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0776,ALC0312,INV008,DEAL011,Structuring Fee,2023,3.0,Commitment,18750.0,EUR,2023-04-14,Paid
FEE0777,ALC0312,INV008,DEAL011,Management Fee,2026,2.0,Commitment,12500.0,EUR,2026-07-15,Upcoming
FEE0778,ALC0312,INV008,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0779,ALC0313,INV058,DEAL011,Structuring Fee,2023,3.0,Commitment,5010.0,EUR,2023-04-14,Paid
FEE0780,ALC0313,INV058,DEAL011,Management Fee,2026,2.0,Commitment,3340.0,EUR,2026-05-01,Overdue
FEE0781,ALC0313,INV058,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0782,ALC0314,INV040,DEAL011,Structuring Fee,2023,1.0,Commitment,670.0,EUR,2023-04-14,Paid
FEE0783,ALC0314,INV040,DEAL011,Management Fee,2026,1.5,Commitment,1005.0,EUR,2026-07-15,Upcoming
FEE0784,ALC0314,INV040,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0785,ALC0315,INV019,DEAL011,Structuring Fee,2023,3.0,Commitment,900.0,EUR,2023-04-14,Paid
FEE0786,ALC0315,INV019,DEAL011,Management Fee,2026,2.0,Commitment,600.0,EUR,2026-05-01,Overdue
FEE0787,ALC0315,INV019,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0788,ALC0316,INV084,DEAL011,Structuring Fee,2023,3.0,Commitment,2100.0,EUR,2023-04-14,Paid
FEE0789,ALC0316,INV084,DEAL011,Management Fee,2026,2.0,Commitment,1400.0,EUR,2026-07-15,Upcoming
FEE0790,ALC0316,INV084,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0791,ALC0317,INV048,DEAL011,Management Fee,2026,1.0,Commitment,630.0,EUR,2026-01-15,Paid
FEE0792,ALC0317,INV048,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0793,ALC0318,INV047,DEAL011,Structuring Fee,2023,3.0,Commitment,2400.0,EUR,2023-04-14,Paid
FEE0794,ALC0318,INV047,DEAL011,Management Fee,2026,2.0,Commitment,1600.0,EUR,2026-07-15,Upcoming
FEE0795,ALC0318,INV047,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0796,ALC0319,INV061,DEAL011,Structuring Fee,2023,3.0,Commitment,1620.0,EUR,2023-04-14,Paid
FEE0797,ALC0319,INV061,DEAL011,Management Fee,2026,2.0,Commitment,1080.0,EUR,2026-01-15,Paid
FEE0798,ALC0319,INV061,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0799,ALC0320,INV052,DEAL011,Structuring Fee,2023,1.0,Commitment,430.0,EUR,2023-04-14,Paid
FEE0800,ALC0320,INV052,DEAL011,Management Fee,2026,1.5,Commitment,645.0,EUR,2026-07-15,Upcoming
FEE0801,ALC0321,INV090,DEAL011,Structuring Fee,2023,3.0,Commitment,1740.0,EUR,2023-04-14,Paid
FEE0802,ALC0321,INV090,DEAL011,Management Fee,2026,2.0,Commitment,1160.0,EUR,2026-01-15,Paid
FEE0803,ALC0321,INV090,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0804,ALC0322,INV043,DEAL011,Structuring Fee,2023,3.0,Commitment,1680.0,EUR,2023-04-14,Paid
FEE0805,ALC0322,INV043,DEAL011,Management Fee,2026,2.0,Commitment,1120.0,EUR,2026-07-15,Upcoming
FEE0806,ALC0323,INV031,DEAL011,Structuring Fee,2023,3.0,Commitment,1440.0,EUR,2023-04-14,Paid
FEE0807,ALC0323,INV031,DEAL011,Management Fee,2026,2.0,Commitment,960.0,EUR,2026-07-15,Upcoming
FEE0808,ALC0323,INV031,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0809,ALC0324,INV077,DEAL011,Structuring Fee,2023,3.0,Commitment,990.0,EUR,2023-04-14,Paid
FEE0810,ALC0324,INV077,DEAL011,Management Fee,2026,2.0,Commitment,660.0,EUR,2026-05-01,Overdue
FEE0811,ALC0324,INV077,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0812,ALC0325,INV072,DEAL011,Structuring Fee,2023,3.0,Commitment,690.0,EUR,2023-04-14,Paid
FEE0813,ALC0325,INV072,DEAL011,Management Fee,2026,2.0,Commitment,460.0,EUR,2026-07-15,Upcoming
FEE0814,ALC0325,INV072,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0815,ALC0326,INV056,DEAL011,Structuring Fee,2023,1.0,Commitment,1190.0,EUR,2023-04-14,Paid
FEE0816,ALC0326,INV056,DEAL011,Management Fee,2026,2.0,Commitment,2380.0,EUR,2026-05-01,Overdue
FEE0817,ALC0327,INV035,DEAL011,Structuring Fee,2023,3.0,Commitment,960.0,EUR,2023-04-14,Paid
FEE0818,ALC0327,INV035,DEAL011,Management Fee,2026,1.0,Commitment,320.0,EUR,2026-07-15,Upcoming
FEE0819,ALC0327,INV035,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0820,ALC0328,INV046,DEAL011,Structuring Fee,2023,3.0,Commitment,1650.0,EUR,2023-04-14,Paid
FEE0821,ALC0328,INV046,DEAL011,Management Fee,2026,1.0,Commitment,550.0,EUR,2026-01-15,Paid
FEE0822,ALC0328,INV046,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0823,ALC0329,INV112,DEAL011,Structuring Fee,2023,1.0,Commitment,720.0,EUR,2023-04-14,Paid
FEE0824,ALC0329,INV112,DEAL011,Management Fee,2026,2.0,Commitment,1440.0,EUR,2026-07-15,Upcoming
FEE0825,ALC0329,INV112,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0826,ALC0330,INV064,DEAL011,Structuring Fee,2023,3.0,Commitment,2280.0,EUR,2023-04-14,Paid
FEE0827,ALC0330,INV064,DEAL011,Management Fee,2026,2.0,Commitment,1520.0,EUR,2026-01-15,Paid
FEE0828,ALC0330,INV064,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0829,ALC0331,INV096,DEAL011,Structuring Fee,2023,3.0,Commitment,2100.0,EUR,2023-04-14,Paid
FEE0830,ALC0331,INV096,DEAL011,Management Fee,2026,2.0,Commitment,1400.0,EUR,2026-07-15,Upcoming
FEE0831,ALC0331,INV096,DEAL011,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0832,ALC0332,INV050,DEAL011,Structuring Fee,2023,3.0,Commitment,1920.0,EUR,2023-04-14,Paid
FEE0833,ALC0332,INV050,DEAL011,Management Fee,2026,2.0,Commitment,1280.0,EUR,2026-01-15,Paid
FEE0834,ALC0333,INV009,DEAL012,Management Fee,2026,1.5,Commitment,990.0,AED,2026-05-01,Overdue
FEE0835,ALC0333,INV009,DEAL012,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0836,ALC0334,INV005,DEAL012,Structuring Fee,2023,4.0,Commitment,20000.0,AED,2023-10-02,Paid
FEE0837,ALC0334,INV005,DEAL012,Management Fee,2026,0.5,Commitment,2500.0,AED,2026-07-15,Upcoming
FEE0838,ALC0334,INV005,DEAL012,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0839,ALC0335,INV077,DEAL012,Structuring Fee,2023,4.0,Commitment,1160.0,AED,2023-10-02,Paid
FEE0840,ALC0335,INV077,DEAL012,Management Fee,2026,1.5,Commitment,435.0,AED,2026-05-01,Overdue
FEE0841,ALC0335,INV077,DEAL012,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0842,ALC0336,INV052,DEAL012,Structuring Fee,2023,4.0,Commitment,3960.0,AED,2023-10-02,Paid
FEE0843,ALC0336,INV052,DEAL012,Management Fee,2026,1.0,Commitment,990.0,AED,2026-07-15,Upcoming
FEE0844,ALC0336,INV052,DEAL012,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0845,ALC0337,INV103,DEAL012,Structuring Fee,2023,4.0,Commitment,1640.0,AED,2023-10-02,Paid
FEE0846,ALC0337,INV103,DEAL012,Management Fee,2026,1.5,Commitment,615.0,AED,2026-05-01,Overdue
FEE0847,ALC0337,INV103,DEAL012,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0848,ALC0338,INV040,DEAL012,Structuring Fee,2023,4.0,Commitment,1960.0,AED,2023-10-02,Paid
FEE0849,ALC0338,INV040,DEAL012,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0850,ALC0339,INV042,DEAL012,Structuring Fee,2023,2.0,Commitment,500.0,AED,2023-10-02,Paid
FEE0851,ALC0339,INV042,DEAL012,Management Fee,2026,1.5,Commitment,375.0,AED,2026-01-15,Paid
FEE0852,ALC0339,INV042,DEAL012,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0853,ALC0340,INV066,DEAL012,Structuring Fee,2023,3.0,Commitment,3090.0,AED,2023-10-02,Paid
FEE0854,ALC0340,INV066,DEAL012,Management Fee,2026,1.5,Commitment,1545.0,AED,2026-07-15,Upcoming
FEE0855,ALC0340,INV066,DEAL012,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0856,ALC0341,INV057,DEAL012,Structuring Fee,2023,4.0,Commitment,3520.0,AED,2023-10-02,Paid
FEE0857,ALC0341,INV057,DEAL012,Management Fee,2026,1.5,Commitment,1320.0,AED,2026-01-15,Paid
FEE0858,ALC0341,INV057,DEAL012,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0859,ALC0342,INV012,DEAL013,Structuring Fee,2022,3.0,Commitment,2280.0,USD,2022-08-30,Paid
FEE0860,ALC0342,INV012,DEAL013,Management Fee,2026,1.0,Commitment,760.0,USD,2026-07-15,Upcoming
FEE0861,ALC0343,INV015,DEAL013,Structuring Fee,2022,4.0,Commitment,640.0,USD,2022-08-30,Paid
FEE0862,ALC0343,INV015,DEAL013,Management Fee,2026,2.0,Commitment,320.0,USD,2026-01-15,Paid
FEE0863,ALC0343,INV015,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0864,ALC0344,INV018,DEAL013,Structuring Fee,2022,4.0,Commitment,2760.0,USD,2022-08-30,Paid
FEE0865,ALC0344,INV018,DEAL013,Management Fee,2026,2.0,Commitment,1380.0,USD,2026-07-15,Upcoming
FEE0866,ALC0344,INV018,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0867,ALC0345,INV019,DEAL013,Structuring Fee,2022,4.0,Commitment,1240.0,USD,2022-08-30,Paid
FEE0868,ALC0345,INV019,DEAL013,Management Fee,2026,2.0,Commitment,620.0,USD,2026-01-15,Paid
FEE0869,ALC0345,INV019,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0870,ALC0346,INV003,DEAL013,Structuring Fee,2022,4.0,Commitment,23000.0,USD,2022-08-30,Paid
FEE0871,ALC0346,INV003,DEAL013,Management Fee,2026,2.0,Commitment,11500.0,USD,2026-07-15,Upcoming
FEE0872,ALC0347,INV026,DEAL013,Structuring Fee,2022,4.0,Commitment,880.0,USD,2022-08-30,Paid
FEE0873,ALC0347,INV026,DEAL013,Management Fee,2026,2.0,Commitment,440.0,USD,2026-07-15,Upcoming
FEE0874,ALC0347,INV026,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0875,ALC0348,INV045,DEAL013,Structuring Fee,2022,4.0,Commitment,1800.0,USD,2022-08-30,Paid
FEE0876,ALC0348,INV045,DEAL013,Management Fee,2026,1.0,Commitment,450.0,USD,2026-05-01,Overdue
FEE0877,ALC0349,INV109,DEAL013,Structuring Fee,2022,2.0,Commitment,1340.0,USD,2022-08-30,Paid
FEE0878,ALC0349,INV109,DEAL013,Management Fee,2026,2.0,Commitment,1340.0,USD,2026-07-15,Upcoming
FEE0879,ALC0349,INV109,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0880,ALC0350,INV092,DEAL013,Management Fee,2026,2.0,Commitment,620.0,USD,2026-01-15,Paid
FEE0881,ALC0351,INV104,DEAL013,Structuring Fee,2022,4.0,Commitment,1120.0,USD,2022-08-30,Paid
FEE0882,ALC0351,INV104,DEAL013,Management Fee,2026,2.0,Commitment,560.0,USD,2026-05-01,Overdue
FEE0883,ALC0351,INV104,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0884,ALC0352,INV075,DEAL013,Structuring Fee,2022,4.0,Commitment,3000.0,USD,2022-08-30,Paid
FEE0885,ALC0352,INV075,DEAL013,Management Fee,2026,2.0,Commitment,1500.0,USD,2026-07-15,Upcoming
FEE0886,ALC0352,INV075,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0887,ALC0353,INV049,DEAL013,Structuring Fee,2022,4.0,Commitment,1440.0,USD,2022-08-30,Paid
FEE0888,ALC0353,INV049,DEAL013,Management Fee,2026,2.0,Commitment,720.0,USD,2026-05-01,Overdue
FEE0889,ALC0353,INV049,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0890,ALC0354,INV085,DEAL013,Management Fee,2026,2.0,Commitment,260.0,USD,2026-07-15,Upcoming
FEE0891,ALC0355,INV077,DEAL013,Structuring Fee,2022,4.0,Commitment,1200.0,USD,2022-08-30,Paid
FEE0892,ALC0355,INV077,DEAL013,Management Fee,2026,2.0,Commitment,600.0,USD,2026-01-15,Paid
FEE0893,ALC0355,INV077,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0894,ALC0356,INV048,DEAL013,Structuring Fee,2022,4.0,Commitment,1640.0,USD,2022-08-30,Paid
FEE0895,ALC0356,INV048,DEAL013,Management Fee,2026,2.0,Commitment,820.0,USD,2026-07-15,Upcoming
FEE0896,ALC0357,INV052,DEAL013,Structuring Fee,2022,4.0,Commitment,1160.0,USD,2022-08-30,Paid
FEE0897,ALC0357,INV052,DEAL013,Management Fee,2026,2.0,Commitment,580.0,USD,2026-07-15,Upcoming
FEE0898,ALC0357,INV052,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0899,ALC0358,INV036,DEAL013,Structuring Fee,2022,4.0,Commitment,3200.0,USD,2022-08-30,Paid
FEE0900,ALC0358,INV036,DEAL013,Management Fee,2026,2.0,Commitment,1600.0,USD,2026-05-01,Overdue
FEE0901,ALC0358,INV036,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0902,ALC0359,INV017,DEAL013,Structuring Fee,2022,4.0,Commitment,4400.0,USD,2022-08-30,Paid
FEE0903,ALC0359,INV017,DEAL013,Management Fee,2026,2.0,Commitment,2200.0,USD,2026-07-15,Upcoming
FEE0904,ALC0359,INV017,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0905,ALC0360,INV040,DEAL013,Structuring Fee,2022,4.0,Commitment,1280.0,USD,2022-08-30,Paid
FEE0906,ALC0360,INV040,DEAL013,Management Fee,2026,2.0,Commitment,640.0,USD,2026-05-01,Overdue
FEE0907,ALC0360,INV040,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0908,ALC0361,INV043,DEAL013,Structuring Fee,2022,4.0,Commitment,1400.0,USD,2022-08-30,Paid
FEE0909,ALC0361,INV043,DEAL013,Management Fee,2026,2.0,Commitment,700.0,USD,2026-07-15,Upcoming
FEE0910,ALC0361,INV043,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0911,ALC0362,INV112,DEAL013,Structuring Fee,2022,4.0,Commitment,640.0,USD,2022-08-30,Paid
FEE0912,ALC0362,INV112,DEAL013,Management Fee,2026,2.0,Commitment,320.0,USD,2026-05-01,Overdue
FEE0913,ALC0363,INV074,DEAL013,Structuring Fee,2022,4.0,Commitment,800.0,USD,2022-08-30,Paid
FEE0914,ALC0363,INV074,DEAL013,Management Fee,2026,1.0,Commitment,200.0,USD,2026-07-15,Upcoming
FEE0915,ALC0363,INV074,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0916,ALC0364,INV093,DEAL013,Structuring Fee,2022,4.0,Commitment,2320.0,USD,2022-08-30,Paid
FEE0917,ALC0364,INV093,DEAL013,Management Fee,2026,2.0,Commitment,1160.0,USD,2026-01-15,Paid
FEE0918,ALC0364,INV093,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0919,ALC0365,INV020,DEAL013,Structuring Fee,2022,4.0,Commitment,5640.0,USD,2022-08-30,Paid
FEE0920,ALC0365,INV020,DEAL013,Management Fee,2026,2.0,Commitment,2820.0,USD,2026-07-15,Upcoming
FEE0921,ALC0365,INV020,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0922,ALC0366,INV079,DEAL013,Structuring Fee,2022,4.0,Commitment,1560.0,USD,2022-08-30,Paid
FEE0923,ALC0366,INV079,DEAL013,Management Fee,2026,2.0,Commitment,780.0,USD,2026-01-15,Paid
FEE0924,ALC0366,INV079,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0925,ALC0367,INV066,DEAL013,Structuring Fee,2022,4.0,Commitment,2080.0,USD,2022-08-30,Paid
FEE0926,ALC0367,INV066,DEAL013,Management Fee,2026,2.0,Commitment,1040.0,USD,2026-07-15,Upcoming
FEE0927,ALC0368,INV072,DEAL013,Structuring Fee,2022,4.0,Commitment,1320.0,USD,2022-08-30,Paid
FEE0928,ALC0368,INV072,DEAL013,Management Fee,2026,2.0,Commitment,660.0,USD,2026-01-15,Paid
FEE0929,ALC0368,INV072,DEAL013,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0930,ALC0369,INV007,DEAL014,Structuring Fee,2024,4.0,Commitment,39000.0,USD,2024-09-10,Paid
FEE0931,ALC0369,INV007,DEAL014,Management Fee,2026,2.0,Commitment,19500.0,USD,2026-07-15,Upcoming
FEE0932,ALC0369,INV007,DEAL014,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0933,ALC0370,INV012,DEAL014,Structuring Fee,2024,4.0,Commitment,880.0,USD,2024-09-10,Paid
FEE0934,ALC0370,INV012,DEAL014,Management Fee,2026,2.0,Commitment,440.0,USD,2026-01-15,Paid
FEE0935,ALC0371,INV006,DEAL014,Structuring Fee,2024,4.0,Commitment,40000.0,USD,2024-09-10,Paid
FEE0936,ALC0371,INV006,DEAL014,Management Fee,2026,1.0,Commitment,10000.0,USD,2026-05-01,Overdue
FEE0937,ALC0371,INV006,DEAL014,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0938,ALC0372,INV042,DEAL014,Structuring Fee,2024,3.0,Commitment,600.0,USD,2024-09-10,Paid
FEE0939,ALC0372,INV042,DEAL014,Management Fee,2026,1.0,Commitment,200.0,USD,2026-07-15,Upcoming
